train_id,name,item_condition_id,brand_name,price,shipping,item_description,category_1,category_2,category_3,log_price,ship_chr,brand,model,year,origin_price ($),origin_price_sub_min,origin_price_sub_median,memory(GB),CPU (type),new_cpu,CPU (GHz),OS version,screen inch,storage (GB),cellular (YN),accessories (YN),accessories,locked (YN),etc,cpu_cnt,GHz,ship_fee_included
130788,Apple iPad 1st gen 16gb,3,Apple,46,0,Works great has no cracks in the screen just has scratches on the back as seen in the photo Great for watching movies on long road trips,Electronics,Computers & Tablets,iPad,3.828641396,paid,Apple,ipad 1,2010.0,499,499.0,499.0,0.256,Cortex-A8,single core,1.0 GHz,ios 3.2,9.7,16.0,N,N,,N,,1.0,1.0,Yes
135626,iPad mini 4 Brand New,1,Apple,200,1,No description yet,Electronics,Computers & Tablets,iPad,5.298317367,free,Apple,ipad mini 4,2015.0,399,399.0,399.0,2.0,Dual Core,dual core,1.5 GHz,ios 9,7.9,16.0,N,N,,N,,2.0,1.5,No
137272,iPad Mini (16 GB),3,Apple,93,0,"In amazing condition! Just got the screen replaced. Has a small dent in the corner but doesn't effect anything. Other than that, it's awesome! The only reason I'm getting rid of it is due to getting a MacBook I don't use it as much as I used too. I will include all charging materials but original box isn't included. Thanks! :) I am willing to negotiate price possibly!",Electronics,Computers & Tablets,iPad,4.532599493,paid,Apple,ipad mini ,2012.0,329,329.0,329.0,0.512,Dual Core,dual core,1.0 GHz,ios 6,7.9,16.0,N,Y,charging materials,N,,2.0,1.0,Yes
143857,Ipad 2,3,Apple,74,0,Cracked screen iPad generation 2 16gb Used In good condition no flaws otherwise iCloud unlocked Without case [rm] [rm] without case,Electronics,Computers & Tablets,iPad,4.304065093,paid,Apple,ipad 2,2011.0,499,499.0,499.0,0.512,Dual Core,dual core,1.0 GHz,ios 4,9.7,16.0,N,N,,N,,2.0,1.0,Yes
151161,iPad mini 1st generation 16g-- free ship,3,Apple,80,1,"Selling iPad mini first generation. When sold, it will be reset to factory settings. Wifi only. This iPad mini was my son's and was mostly in a case and screen protector. There is a small chip on the top right hand corner as shown on the 4th picture. Forward camera works but not the back camera. Charger or box not included. Just the tablet.",Electronics,Computers & Tablets,iPad,4.382026635,free,Apple,ipad mini 1,2012.0,329,329.0,329.0,0.512,Dual Core,dual core,1.0 GHz,ios 6,7.9,16.0,N,N,,N,,2.0,1.0,No
152828,iPad 3rd Gen 16gb WIFI only,3,Apple,76,0,"iPad 3rd generation, 16gb WIFI only. One light scratch on top of the screen but barely noticeable",Electronics,Computers & Tablets,iPad,4.33073334,paid,Apple,ipad 3 ,2012.0,499,499.0,499.0,1.0,Dual Core,dual core,1.0 GHz,ios 5.1,9.7,16.0,N,N,,N,,2.0,1.0,Yes
154291,Apple iPad Air 16GB,3,Apple,155,1,"Used Apple iPad Air 16 GB. Will send with keyboard case. Case is pretty worn, but still protects iPad. iPad is in great shape, has screen protector on it, but probably could use new one. Will send iPad and case. No charger because I have 3 teenagers and chargers in my house are worth gold. Price is firm.",Electronics,Computers & Tablets,iPad,5.043425117,free,Apple,ipad air,2013.0,499,499.0,499.0,1.0,Dual Core,dual core,1.3 GHz,ios 7,9.7,16.0,N,Y,keyboard case,N,,2.0,1.3,No
154599,iPad Pro,1,Apple,566,0,"Brand new in the box, completely sealed. 9.7 inch 128gb, space gray, wifi only iPad Pro. After taxes paid about [rm].",Electronics,Computers & Tablets,iPad,6.338594078,paid,Apple,ipad pro,2016.0,749,749.0,749.0,4.0,Dual core,dual core,2.26 GHz,ios 9.1,9.7,128.0,N,N,,N,,2.0,2.26,Yes
155092,Ipad Mini,2,Apple,85,1,"Everything works Icloud unlocked Comes with case Only thing is it has an engraved name on back , I bought it like this",Electronics,Computers & Tablets,iPad,4.442651256,free,Apple,ipad mini,2012.0,329,329.0,329.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,16.0,N,Y,case,N,,2.0,1.0,No
156726,SALE! iPad 32 g,3,Apple,56,0,This is a 32 gigabyte iPad in working condition some minor cosmetic issues (shown in photos) works fine,Electronics,Computers & Tablets,iPad,4.025351691,paid,Apple,ipad,2010.0,429,429.0,429.0,0.256,Cortex-A8,single core,1.0 GHz,ios 5,9.7,32.0,N,N,,N,,1.0,1.0,Yes
156886,Ipad mini,2,Apple,106,0,Ipad mini 16g wifi. It's in excellent condition and I've only used it a few times. 1st generation. I will include a charger and the box. The price is firm and I'm not taking any low ball offers.,Electronics,Computers & Tablets,iPad,4.663439094,paid,Apple,ipad mini,2012.0,329,329.0,329.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,16.0,N,Y,charger,N,,2.0,1.0,Yes
158824,iPad Pro Gold 128GB 12.9 inch screen.,2,Apple,706,0,iPad Pro Gold 128 GB 12.9 inch screen Cellular / wifi Like new condition Comes with original box,Electronics,Computers & Tablets,iPad,6.559615237,paid,Apple,ipad pro,2015.0,1079,1079.0,1079.0,4.0,Dual core,dual core,2.26 GHz,ios 9.1,12.9,128.0,Y,N,,N,,2.0,2.26,Yes
158858,iPad Mini 1st generation with Wifi,2,Apple,155,0,"iPad Mini 1st generation with Wifi, no cellular, 16 GB. White. Comes with charger. Visibly no scratches, was always kept in case. Comes with cheetah Kate Spade case that has kick up stand. The case has a couple signs of wear shown in the picture. Reasonable deals accepted. Only selling through the app.",Electronics,Computers & Tablets,iPad,5.043425117,paid,Apple,ipad mini,2012.0,329,329.0,329.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,16.0,N,Y,case,N,,2.0,1.0,Yes
159473,3rd Generation IPad 32gb - Like new,2,Apple,156,0,"Like new. Still has original screen protector on it. Was recently updated but reset to factory settings ... comes with portable speaker, headphones, screen protectors and cleaning cloth. Original packaging",Electronics,Computers & Tablets,iPad,5.049856007,paid,Apple,ipad 3,2012.0,599,599.0,599.0,1.0,Dual core,dual core,5.1 GHz,ios 7,9.7,32.0,N,Y,speaker\headphones\screen protectors\cleaning cloth,N,,2.0,5.1,Yes
160165,iPad 2 black 16g,1,Apple,125,1,Never opened. Still in original wrapper. iPad 2 black 16g. Dimensions: 9.50 in (241 mm) (height) 7.31 in (186 mm) (width) 0.34 in (8.6 mm) (depth),Electronics,Computers & Tablets,iPad,4.828313737,free,Apple,ipad 2,2011.0,499,499.0,499.0,0.512,Dual core,dual core,1.0 GHz,ios 4,9.7,16.0,N,N,,N,,2.0,1.0,No
160574,iPad Mini,2,Apple,66,0,Excellent condition IPad mini for parts it is FMIP locked,Electronics,Computers & Tablets,iPad,4.189654742,paid,Apple,ipad mini,2012.0,329,329.0,329.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,16.0,N,N,,N,,2.0,1.0,Yes
161610,iPad Mini 32 gigs At&t & wifi,5,Apple,121,0,IPad mini (1st generation) 32 gigs At&t & Wifi Has cracked screen still works sold as is iCloud UNLOCKED will be reset ready for new user FIRM ON PRICE I will only sell to buyers with good ratings I will cancel orders of unrated or buyers with negative sales ** CHECK MY RATING GOOD SELLER **,Electronics,Computers & Tablets,iPad,4.795790546,paid,Apple,ipad mini,2012.0,429,429.0,429.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,32.0,N,N,,N,,2.0,1.0,Yes
163774,iPad 3rd Generation,3,Apple,115,1,-Used IPad 3 -Few scuffs on the back -32G -Charger included -Wifi only,Electronics,Computers & Tablets,iPad,4.744932128,free,Apple,ipad 3,2012.0,599,599.0,599.0,1.0,Dual core,dual core,5.1 GHz,ios 7,9.7,32.0,N,Y,charger,N,,2.0,5.1,No
164194,iPad Pro 9.7 Rose Gold 32 GB,2,Apple,384,0,iPad Pro 9.7 Rose Gold 32 GB. This iPad is in GREAT condition. No scratches or marks anywhere (i kept a keyboard case on it the whole time). The only times i ever used it was to write an occasional paper or watch netflix. Message me with any questions! (i can also text pictures/ videos of it working).,Electronics,Computers & Tablets,iPad,5.950642553,paid,Apple,ipad pro,2016.0,599,599.0,599.0,4.0,Dual core,dual core,2.26 GHz,ios 9.1,9.7,32.0,N,N,,N,,2.0,2.26,Yes
164816,iPad mini 2,2,Apple,156,0,"Like new iPad mini 2 no scratches or cracks on the screen works perfectly can add charger for [rm] extra only reason that I am getting rid of it is that I have a MacBook and an iPhone and I just haven't been using it in college, will make a deal for the case to go with it!!",Electronics,Computers & Tablets,iPad,5.049856007,paid,Apple,ipad mini 2,2013.0,399,399.0,399.0,1.0,Dual core,dual core,1.3 GHz,ios 7,7.9,16.0,N,N,,N,,2.0,1.3,Yes
166556,iPad Mini 2 cheap,3,Apple,35,1,It is locked. I am selling it for cheap because I don't need it. It is in almost new condition no cracks. Comes with a FREE case and a standard charger.,Electronics,Computers & Tablets,iPad,3.555348061,free,Apple,ipad mini 2,2013.0,399,399.0,399.0,1.0,Dual core,dual core,1.3 GHz,ios 7,7.9,16.0,N,Y,case\charger,Y,,2.0,1.3,No
167526,iPad 2 (white),4,Apple,70,1,This iPad 2 is in good condition! It is cracked on the upper right hand corner. A crack runs along the right side of the screen but does not effect the device at all. I can log out of iCloud and reset it as well. Also free rose gold case! If you have questions please let me know. Give me your best offer I just might take it. I'm in need of money soon and will take into account a reasonable offer!,Electronics,Computers & Tablets,iPad,4.248495242,free,Apple,ipad 2,2011.0,499,499.0,499.0,0.512,Dual core,dual core,1.0 GHz,ios 4,9.7,16.0,N,Y,case,N,,2.0,1.0,No
168894,iCloud locked iPad Air 2,2,Apple,109,0,Perfect condition with no scratches or cracks,Electronics,Computers & Tablets,iPad,4.691347882,paid,Apple,ipad air 2,2014.0,499,499.0,499.0,2.0,Triple core,triple core,1.5 GHz,ios 8.1,9.7,16.0,N,N,,Y,,3.0,1.5,Yes
169254,White iPad Mini 2 (16GB) (AT&T),4,Apple,66,0,"The screen towards the bottom left around the home button is cracked, and it somewhat stretches up the left side of the screen, also towards the bottom right. There's no scratches or cracks on the camera lense. The corners and sides of the iPad are scratched a little, but the back has nothing. It's iCloud unlocked. It functions perfectly fine, I'll also include a case as well.",Electronics,Computers & Tablets,iPad,4.189654742,paid,Apple,ipad mini 2,2013.0,399,399.0,399.0,1.0,Dual core,dual core,1.3 GHz,ios 7,7.9,16.0,N,N,,N,,2.0,1.3,Yes
173972,iPad Mini,3,Apple,106,0,"64GB, Wifi only, factory reset, perfect working condition, minor scuffs on the back. Lightning cable charger included. Just used for school.",Electronics,Computers & Tablets,iPad,4.663439094,paid,Apple,ipad mini,2012.0,529,529.0,529.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,64.0,N,N,,N,,2.0,1.0,Yes
174592,Apple iPad AIR 2 16 gb Wifi Gold,2,Apple,260,1,"Ipad Air 2 16gb wifi gold MH0W2LL/A Serial number is in the pictures PRICE IS FIRM, IF YOU STILL SEE THE LISTING ACTIVE, IT IS AVAILABLE Like new, no sign of use or wear, same as a new one with the box and original accessories! Less than a month old, still has Apple warranty until August, 27 2017!! You can also verify at Apple website using its serial number. I will ship priority mail, usually arrives in 2 days! Check my feedback and previous sales, buy with confidence!",Electronics,Computers & Tablets,iPad,5.5606816310000005,free,Apple,ipad air 2,2014.0,499,499.0,499.0,2.0,Triple core,triple core,1.5 GHz,ios 8.1,9.7,16.0,N,Y,,N,,3.0,1.5,No
177407,iPad 2 16GB GRAY,2,Apple,106,0,Bought this last year don't want it no more! Upgrade for the newest one!! This one is in a really good condition ready to be used clear clean unlocked iCloud ready it's all good come with two cases charges..... the charge is like the iPhone 4!!!PLEASE DON'T ASK ME!!!ITS STILL AVAILABLE???If you see it here??? YES is still available !!! Thank you!!!! Made in 2013,Electronics,Computers & Tablets,iPad,4.663439094,paid,Apple,ipad 2,2013.0,499,499.0,499.0,0.512,Dual core,dual core,1.0 GHz,ios 4,9.7,16.0,N,Y,case,N,,2.0,1.0,Yes
179782,iPad Mini (first gen),4,Apple,56,0,"This iPad works completely fine. The screen is in great condition. The back is pretty scratched up, but a case would make it look fine. The power button is stuck down but still works. Does NOT come with a charger. (Would be a great gift for a child since it's not brand new)",Electronics,Computers & Tablets,iPad,4.025351691,paid,Apple,ipad mini,2012.0,329,329.0,329.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,16.0,N,N,,N,,2.0,1.0,Yes
183324,IPad First Generation 32gb,3,Apple,46,0,Original ipad. AT&T or Wi-Fi capable. Imei is 01 222400 316294 0 Has a ding on the bottom corner (see pic) but doesn't affect the screen. Does not support the latest iOS or the newest apps as it is the 1st gen tablet from Apple. Comes with Apple charger.,Electronics,Computers & Tablets,iPad,3.828641396,paid,Apple,ipad,2010.0,599,599.0,599.0,0.256,Cortex-A8,single core,1.0 GHz,ios 5,9.7,32.0,N,Y,charger,N,,1.0,1.0,Yes
184880,iPad 2nd generation 32gb wifi + celular,3,Apple,126,0,"iCloud unlocked. 32gb, wifi + cellular. Great conditions with just barely seen minor scratches on the back. No scratches on the front. No water leaks or any software issue. Works perfectly. Battery works well with no issues. Reseted Note: an extra [rm] for a 10ft USB cable to charge the iPad.",Electronics,Computers & Tablets,iPad,4.836281907,paid,Apple,ipad 2,2011.0,729,729.0,729.0,0.512,Dual core,dual core,1.0 GHz,ios 4,9.7,32.0,Y,Y,cable,N,,2.0,1.0,Yes
185261,"iPad 2, 64GB,cellular unlocked",3,Apple,145,0,"Apple IPad 2, 64GB Model: A1396 Connectivity: Wifi/Cellular unlocked Clean ESN iCloud isn't locked and ready for a new user OS Version: 9.3.5 Screen Size: 9.7"" Camera: Yes Power Adapter: included Accessories: Kate Spade case Cosmetic Condition: Good with minor scratches and dents on the corner Screen is flawless",Electronics,Computers & Tablets,iPad,4.976733742,paid,Apple,ipad 2,2011.0,829,829.0,829.0,0.512,Dual core,dual core,1.0 GHz,ios 4,9.7,64.0,Y,Y,case,N,,2.0,1.0,Yes
188213,Ipad mini,2,Apple,96,0,Ipad mini with 10ft charging cable and 2 cases and a soft cover,Electronics,Computers & Tablets,iPad,4.5643481910000006,paid,Apple,ipad mini,2012.0,329,329.0,329.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,16.0,N,Y,cable\case\cover,N,,2.0,1.0,Yes
188552,iPad 2 32GB,3,Apple,139,0,"iPad 2 with 32GB of storage. Great device. Comes with 4 cases (Otterbox defender, Blue Apple Smart Cover, 2 black cases) Will come with original box and fully charged but a charger will not be included. Make an offer! Condition 8/10 (some scratches on back of device, no scratches on front and will come with a screen protector installed)",Electronics,Computers & Tablets,iPad,4.9344739330000005,paid,Apple,ipad 2,2011.0,599,599.0,599.0,0.512,Dual core,dual core,1.0 GHz,ios 4,9.7,32.0,N,Y,case,N,,2.0,1.0,Yes
188877,iPad mini 2 16 gb wifi+ cellular,2,Apple,116,0,Like new iPad mini 2 16 gb with wifi + cellular capabilities ! Only used a few time no screen scratches or crack the only scratches are ok the back metal just from putting it down. Selling with case which is from restoration hardware and was 80 it just fits inside doesn't stand or anything. Selling with the box do not have charger though,Electronics,Computers & Tablets,iPad,4.753590191,paid,Apple,ipad mini 2,2013.0,529,529.0,529.0,1.0,Dual core,dual core,1.3 GHz,ios 7,7.9,16.0,Y,Y,case,N,,2.0,1.3,Yes
189451,Ipad Air 2,3,Apple,289,0,"WIFI 16 GB Color Space Gray Comes with a screen protector on it already Original box included with everything in as if bought new. It's like new but it was used. No scratches what so ever, no cracks, it's in perfect condition. Wont go lower than the price marked only because it's in really great condition",Electronics,Computers & Tablets,iPad,5.666426688,paid,Apple,ipad air 2,2014.0,499,499.0,499.0,2.0,Triple core,triple core,1.5 GHz,ios 8.1,9.7,16.0,N,N,,N,,3.0,1.5,Yes
189629,Apple iPad 32gb wifi only model a1822,1,Apple,311,0,Never opened. Still in its shrink wrap!,Electronics,Computers & Tablets,iPad,5.739792912,paid,Apple,ipad,2010.0,599,599.0,599.0,0.256,Cortex-A8,single core,1.0 GHz,ios 4,9.7,32.0,N,N,,N,,1.0,1.0,Yes
194639,iPad Pro,1,Apple,1900,1,"Great condition iPad Pro, biggest size with lots of accessories.",Electronics,Computers & Tablets,iPad,7.549609165,free,Apple,ipad pro,2015.0,799,799.0,799.0,4.0,Dual Core,dual core,2.26 GHz,	iOS 9,12.9,32.0,N,N,,N,,2.0,2.26,No
195206,APPLE IPAD MINI 2 WI-FI 16GB SILVER,1,Apple,180,1,Brand new. never been open Apple ipad mini 2 wi-fi 16gb silver,Electronics,Computers & Tablets,iPad,5.192956851,free,Apple,ipad mini 2,2013.0,399,399.0,399.0,1.0,Dual core,dual core,1.3 GHz,ios 7,7.9,16.0,N,N,,N,,2.0,1.3,No
197627,"iPad 2 64GB, cellular data, LTE. White",3,Apple,206,0,"Apple iPad 2, 64GB. White. Has cellular data option also!!!! Has been used lightly. Always been in a case. Works totally fine. On eb for [rm]++ Will be deleted and reset to factory before shipping.",Electronics,Computers & Tablets,iPad,5.327876169,paid,Apple,ipad 2,2011.0,829,829.0,829.0,0.512,Dual core,dual core,1.0 GHz,ios 4,9.7,64.0,Y,N,,N,,2.0,1.0,Yes
201295,iPad Mini 16GB,3,Apple,124,0,"White and silver, Wi-Fi, charger and adapter.",Electronics,Computers & Tablets,iPad,4.820281566,paid,Apple,ipad mini,2012.0,329,329.0,329.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,16.0,N,N,,N,,2.0,1.0,Yes
201737,iPad Air 2,1,Apple,204,0,"iPad Air 2 rose gold 16gb, will be reset before shipping. In perfect condition besides the dent by the lock button.",Electronics,Computers & Tablets,iPad,5.318119994,paid,Apple,ipad air 2,2014.0,499,499.0,499.0,2.0,Triple core,triple core,1.5 GHz,ios 8.1,9.7,16.0,N,N,,N,,3.0,1.5,Yes
205082,Ipad,2,Apple,44,0,iCloud Locked ( Activation lock ) DONT KNOW PASSWORD Sold as is Parts only,Electronics,Computers & Tablets,iPad,3.784189634,paid,Apple,ipad,2010.0,499,499.0,499.0,0.256,Cortex-A8,single core,1.0 GHz,ios 4,9.7,16.0,N,N,,Y,,1.0,1.0,Yes
205340,16 GB Apple Ipad 2,3,Apple,106,0,ipad 2 16 gb barely used,Electronics,Computers & Tablets,iPad,4.663439094,paid,Apple,ipad 2,2011.0,499,499.0,499.0,0.512,Dual core,dual core,1.0 GHz,ios 4,9.7,16.0,N,N,,N,,2.0,1.0,Yes
205433,1st generation iPad 16gb,3,Apple,50,1,"A few minor scratches but works perfectly! I don't have the original charger, but I do have a charger for it.",Electronics,Computers & Tablets,iPad,3.912023005,free,Apple,ipad,2010.0,499,499.0,499.0,0.256,Cortex-A8,single core,1.0 GHz,ios 4,9.7,16.0,N,Y,charger,N,,1.0,1.0,No
209393,Apple iPad mini 16GB Wi-Fi,3,Apple,75,1,"Apple iPad mini, great condition, always used in case, tiny crack at very bottom corner (see photos)",Electronics,Computers & Tablets,iPad,4.317488114,free,Apple,ipad mini,2012.0,329,329.0,329.0,0.512,Dual core,dual core,1.0 GHz,ios 6,7.9,16.0,N,N,,N,,2.0,1.0,No
